,hh_income,hh_lifeCycle,occupation_type,age,motif_H,motif_HOH,motif_HOOH,motif_HOWH,motif_HOWOH,motif_HWH,motif_HWOH,motif_HWOWH,motif_HWWH,work_block,home_block,third_places_block
2216,2,3,3,44,0,0,0,0,1,0,0,0,0,10,5,10.0
2217,9,4,3,39,0,0,0,0,0,0,1,0,0,10,4,7.0
2218,8,2,3,55,0,0,0,0,0,1,0,0,0,10,6,
2219,5,1,3,51,0,0,0,0,0,0,1,0,0,10,24,15.0
2220,10,2,3,37,0,0,0,0,1,0,0,0,0,10,10,14.0
2221,10,2,3,37,0,0,0,0,1,0,0,0,0,10,26,15.0
2222,10,2,3,37,0,0,0,0,1,0,0,0,0,10,4,4.0
2223,7,2,3,70,0,0,0,0,0,1,0,0,0,10,10,
2224,3,6,3,43,0,0,0,0,0,1,0,0,0,10,28,
2225,10,2,3,37,0,0,0,0,1,0,0,0,0,10,26,25.0
2226,6,4,3,43,0,0,0,0,1,0,0,0,0,10,23,12.0
2227,8,8,3,19,0,0,0,0,0,1,0,0,0,10,25,
2228,8,2,3,41,0,0,0,0,0,1,0,0,0,10,20,
2229,10,2,3,37,0,0,0,0,1,0,0,0,0,10,23,24.0
2230,8,2,3,26,0,0,0,0,0,1,0,0,0,10,6,
2231,8,1,3,71,0,0,0,1,0,0,0,0,0,10,9,24.0
2232,9,10,3,67,0,0,0,0,0,0,1,0,0,10,9,8.0
2233,6,6,3,57,0,0,0,0,0,1,0,0,0,10,23,
2234,6,2,3,63,0,0,0,0,0,1,0,0,0,10,26,
2235,8,2,3,59,0,0,0,0,0,1,0,0,0,10,31,
2236,5,6,3,60,0,0,0,0,0,1,0,0,0,10,27,
2237,2,3,3,44,0,0,0,0,1,0,0,0,0,10,9,17.0
2238,6,1,3,49,0,0,0,0,0,1,0,0,0,10,10,
2239,11,2,3,33,0,0,0,0,0,0,1,0,0,10,25,33.0
2240,10,2,3,22,0,0,0,0,0,0,0,0,1,10,28,
2241,10,2,3,50,0,0,0,0,0,1,0,0,0,10,24,
2242,5,6,3,60,0,0,0,0,0,1,0,0,0,10,10,
2243,3,1,3,67,0,0,0,0,0,0,0,0,1,10,25,
2244,6,6,3,55,0,0,0,0,0,0,1,0,0,10,27,11.0
2245,8,1,3,71,0,0,0,1,0,0,0,0,0,10,9,24.0
2246,9,4,3,42,0,0,0,0,0,0,1,0,0,10,5,23.0
2247,8,10,3,32,0,0,0,0,0,1,0,0,0,10,18,
2248,5,10,3,59,0,0,0,1,0,0,0,0,0,10,15,11.0
2249,8,2,3,26,0,0,0,0,0,1,0,0,0,10,6,
2250,5,1,3,51,0,0,0,0,0,0,1,0,0,10,6,18.0
2251,11,2,3,53,0,0,0,0,0,1,0,0,0,10,21,
2252,6,6,3,57,0,0,0,0,0,1,0,0,0,10,1,
2253,8,8,3,51,0,0,0,0,0,0,0,0,1,10,14,
2254,3,2,3,48,0,0,0,0,0,0,1,0,0,10,23,1.0
2255,6,10,3,65,0,0,0,0,0,0,1,0,0,10,6,11.0
2256,6,6,3,39,0,0,0,0,0,0,1,0,0,10,2,17.0
2257,8,8,3,22,0,0,0,0,0,1,0,0,0,10,15,
2258,9,8,3,60,0,1,0,0,0,0,0,0,0,10,2,33.0
2259,9,2,3,28,0,0,0,0,0,0,1,0,0,10,14,24.0
2260,5,6,3,60,0,0,0,0,0,1,0,0,0,10,26,
2261,5,8,3,55,0,0,0,0,0,1,0,0,0,10,34,
2262,6,2,3,23,0,0,0,0,0,1,0,0,0,10,22,
2263,8,6,3,40,0,0,0,0,0,0,0,0,1,10,4,
2264,8,8,3,22,0,0,0,0,0,1,0,0,0,10,21,
2265,8,2,3,22,0,0,0,0,0,1,0,0,0,10,5,
2266,11,2,3,38,0,0,0,1,0,0,0,0,0,10,11,11.0
2267,9,4,3,42,0,0,0,0,0,0,1,0,0,10,22,12.0
2268,11,2,3,59,0,0,0,0,0,1,0,0,0,10,23,
2269,6,2,3,51,0,1,0,0,0,0,0,0,0,10,3,12.0
2270,9,4,3,39,0,0,0,0,0,0,1,0,0,10,31,8.0
2271,10,2,3,57,0,0,0,0,0,0,1,0,0,10,32,18.0
2272,4,8,3,59,0,0,0,0,0,1,0,0,0,10,31,
2273,7,4,3,41,0,1,0,0,0,0,0,0,0,10,4,15.0
2274,8,2,3,41,0,0,0,0,0,1,0,0,0,10,11,
2275,5,8,3,55,0,0,0,0,0,1,0,0,0,10,28,
2276,7,1,4,44,0,0,0,0,0,1,0,0,0,10,27,
2277,8,2,4,51,0,0,0,0,0,0,1,0,0,10,31,5.0
2278,11,2,4,69,0,0,1,0,0,0,0,0,0,10,33,31.0
2279,8,2,4,33,0,0,0,0,0,0,0,1,0,10,23,33.0
2280,7,6,4,43,0,0,0,0,0,0,0,0,1,10,28,
2281,11,2,4,32,0,0,0,0,0,1,0,0,0,10,26,
2282,7,1,4,70,0,0,1,0,0,0,0,0,0,10,2,19.0
2283,4,8,4,53,0,0,1,0,0,0,0,0,0,10,6,30.0
2284,8,2,4,57,0,0,0,0,0,1,0,0,0,10,24,
2285,11,4,4,38,0,1,0,0,0,0,0,0,0,10,10,2.0
2286,11,2,4,34,0,0,0,0,0,0,0,1,0,10,15,13.0
2287,8,2,4,53,0,0,0,1,0,0,0,0,0,10,18,8.0
2288,11,2,4,65,0,1,0,0,0,0,0,0,0,10,12,33.0
2289,8,1,4,40,0,0,0,0,0,0,1,0,0,10,10,24.0
2290,7,1,4,40,0,0,0,0,0,0,1,0,0,10,33,21.0
2291,11,2,4,55,0,0,0,0,0,0,0,1,0,10,20,5.0
2292,11,1,4,40,0,0,0,0,0,0,1,0,0,10,9,12.0
2293,1,2,4,24,0,0,0,0,0,0,0,1,0,10,19,32.0
2294,4,8,4,53,0,0,1,0,0,0,0,0,0,10,24,22.0
2295,5,8,4,25,0,0,0,0,0,1,0,0,0,10,28,
2296,8,1,4,40,0,0,0,0,0,0,1,0,0,10,26,21.0
2297,4,2,4,29,0,0,1,0,0,0,0,0,0,10,28,17.0
2298,6,1,4,43,0,0,1,0,0,0,0,0,0,10,24,7.0
2299,9,2,4,50,0,0,0,0,0,1,0,0,0,10,28,
2300,11,2,4,33,0,0,0,0,0,0,1,0,0,10,6,19.0
2301,10,2,4,61,0,0,0,0,0,0,0,1,0,10,27,25.0
2302,5,10,4,38,0,1,0,0,0,0,0,0,0,10,9,1.0
2303,3,2,4,28,0,0,1,0,0,0,0,0,0,10,4,32.0
2304,11,2,4,60,0,0,0,0,0,0,0,1,0,10,18,12.0
2305,11,1,4,52,0,0,0,0,0,1,0,0,0,10,24,
2306,6,10,4,73,0,0,0,0,0,1,0,0,0,10,31,
2307,11,4,4,32,0,0,0,0,1,0,0,0,0,10,24,33.0
2308,6,9,4,80,0,0,1,0,0,0,0,0,0,10,2,23.0
2309,6,2,4,34,0,0,0,0,0,1,0,0,0,10,29,
2310,6,6,4,54,0,0,0,0,0,0,0,1,0,10,11,14.0
2311,9,1,4,30,0,0,0,0,0,1,0,0,0,10,5,
2312,7,2,4,26,0,0,0,0,0,0,1,0,0,10,3,4.0
2313,8,8,4,52,0,0,1,0,0,0,0,0,0,10,18,15.0
2314,11,2,4,31,0,0,0,0,0,0,0,0,1,10,3,
2315,11,1,4,56,1,0,0,0,0,0,0,0,0,10,5,
2316,10,1,4,27,0,0,1,0,0,0,0,0,0,10,25,26.0
2317,7,2,4,29,0,1,0,0,0,0,0,0,0,10,34,29.0
2318,10,4,4,38,0,0,0,0,0,1,0,0,0,10,8,
2319,5,1,4,58,0,0,0,0,0,1,0,0,0,10,26,
2320,10,2,4,77,0,0,1,0,0,0,0,0,0,10,21,17.0
2321,10,6,4,48,0,0,0,1,0,0,0,0,0,10,9,12.0
2322,11,1,4,42,0,0,1,0,0,0,0,0,0,10,23,8.0
2323,10,2,4,40,0,0,0,0,0,0,1,0,0,10,29,16.0
2324,6,2,4,25,0,0,0,0,0,0,0,1,0,10,23,22.0
2325,9,10,4,76,0,0,0,0,0,1,0,0,0,10,5,
2326,7,4,4,38,0,0,0,0,0,1,0,0,0,10,4,
2327,11,4,4,40,0,0,0,0,0,1,0,0,0,10,31,
2328,6,2,4,30,0,0,0,0,0,0,1,0,0,10,32,8.0
2329,5,2,4,29,0,0,0,1,0,0,0,0,0,10,10,25.0
2330,1,8,4,36,0,0,0,0,0,0,1,0,0,10,31,8.0
2331,5,2,4,35,0,0,0,0,0,0,1,0,0,10,24,28.0
2332,7,5,4,39,0,0,0,0,0,1,0,0,0,10,14,
2333,11,2,4,48,0,0,0,0,0,0,0,1,0,10,12,20.0
2334,10,2,4,49,0,0,0,0,0,0,0,0,1,10,29,
2335,5,1,4,24,0,0,0,0,0,1,0,0,0,10,5,
2336,11,2,4,26,0,0,0,0,0,1,0,0,0,10,27,
2337,7,10,4,70,0,0,1,0,0,0,0,0,0,10,26,31.0
2338,6,1,4,27,0,0,0,0,0,1,0,0,0,10,23,
2339,9,6,4,56,0,0,0,0,0,0,0,1,0,10,12,31.0
2340,5,5,4,42,0,0,0,0,1,0,0,0,0,10,3,14.0
2341,4,1,4,64,0,0,0,0,1,0,0,0,0,10,32,5.0
2342,6,2,4,34,0,0,0,0,0,1,0,0,0,10,24,
2343,7,2,4,54,0,0,0,0,0,1,0,0,0,10,5,
2344,8,6,4,44,0,0,0,0,0,1,0,0,0,10,6,
2345,1,5,5,17,0,0,0,0,0,1,0,0,0,10,26,
2346,8,8,5,16,0,0,0,0,0,0,1,0,0,10,12,14.0
2347,1,5,5,17,0,0,0,0,0,1,0,0,0,10,21,
2348,3,6,5,16,0,0,0,0,0,1,0,0,0,10,31,
2349,5,6,5,17,0,0,0,0,0,0,1,0,0,10,34,8.0
2350,7,4,5,17,0,0,0,0,0,1,0,0,0,10,10,
2351,8,8,5,17,0,0,0,0,0,1,0,0,0,10,21,
2352,1,5,5,17,0,0,0,0,0,1,0,0,0,10,24,
2353,7,4,5,16,0,1,0,0,0,0,0,0,0,10,21,22.0
2354,4,8,5,17,0,0,0,0,0,1,0,0,0,10,23,
2355,1,5,5,17,0,0,0,0,0,1,0,0,0,10,26,
2356,5,6,5,17,0,0,0,0,0,0,1,0,0,10,33,32.0
2357,10,8,5,17,0,0,0,0,0,1,0,0,0,10,6,
2358,6,8,5,16,0,0,0,0,1,0,0,0,0,10,6,5.0
2359,7,8,5,16,0,0,0,0,0,1,0,0,0,10,21,
2360,7,4,5,17,0,0,0,0,0,1,0,0,0,10,28,
2361,9,6,5,17,0,0,0,0,0,0,1,0,0,10,29,17.0
2362,1,7,5,17,0,0,0,0,0,0,0,1,0,10,9,23.0
2363,1,5,5,17,0,0,0,0,0,1,0,0,0,10,31,
2364,9,6,5,17,0,0,0,0,0,0,1,0,0,10,20,11.0
2365,5,6,5,17,0,0,0,0,0,1,0,0,0,10,6,
2366,6,8,5,16,0,1,0,0,0,0,0,0,0,10,10,14.0
2367,7,4,5,17,0,0,0,0,0,1,0,0,0,10,5,
2368,8,8,5,17,0,0,1,0,0,0,0,0,0,10,3,31.0
2369,7,8,5,16,0,0,0,0,0,1,0,0,0,10,22,
2370,7,8,5,16,0,0,0,0,0,1,0,0,0,10,6,
2371,1,7,5,17,0,0,0,0,0,0,0,1,0,10,10,12.0
2372,8,8,5,17,0,0,0,0,0,1,0,0,0,10,6,
2373,8,8,5,17,0,0,0,0,0,1,0,0,0,10,18,
2374,10,8,5,17,0,0,0,0,0,1,0,0,0,10,15,
2375,5,7,5,16,0,1,0,0,0,0,0,0,0,10,20,12.0
2376,1,5,5,17,0,0,0,0,0,1,0,0,0,10,24,
2377,3,6,5,16,0,0,0,0,0,1,0,0,0,10,28,
2378,7,4,5,17,0,0,0,0,0,1,0,0,0,10,34,
2379,7,4,5,16,0,0,0,0,0,0,1,0,0,10,24,12.0
2380,7,4,5,16,0,1,0,0,0,0,0,0,0,10,3,11.0
2381,5,7,5,16,0,1,0,0,0,0,0,0,0,10,32,21.0
2382,5,6,5,17,0,0,0,0,0,0,1,0,0,10,24,1.0
2383,7,4,5,16,0,1,0,0,0,0,0,0,0,10,26,4.0
2384,7,2,1,64,0,0,1,0,0,0,0,0,0,11,31,17.0
2385,7,10,1,35,0,0,0,0,0,1,0,0,0,11,6,
2386,2,6,1,40,0,0,0,0,0,1,0,0,0,11,24,
2387,10,2,1,31,0,0,0,0,0,0,1,0,0,11,8,19.0
2388,1,1,1,62,0,0,0,0,0,0,1,0,0,11,23,13.0
2389,11,1,1,32,0,0,0,0,0,0,0,1,0,11,3,14.0
2390,3,1,1,61,0,0,0,1,0,0,0,0,0,11,34,11.0
2391,9,2,1,24,0,0,0,0,0,0,1,0,0,11,26,14.0
2392,8,2,1,59,0,0,0,0,0,0,0,0,1,11,33,
2393,7,10,1,45,0,0,1,0,0,0,0,0,0,11,34,11.0
2394,3,3,1,36,0,0,0,0,0,0,1,0,0,11,4,19.0
2395,8,2,1,23,0,1,0,0,0,0,0,0,0,11,24,17.0
2396,5,1,1,60,0,0,0,0,0,0,1,0,0,11,12,23.0
2397,6,2,1,64,0,1,0,0,0,0,0,0,0,11,5,1.0
2398,3,3,1,36,0,0,0,0,0,0,1,0,0,11,3,26.0
2399,6,1,1,56,0,1,0,0,0,0,0,0,0,11,25,17.0
2400,5,2,1,69,0,0,0,0,1,0,0,0,0,11,33,12.0
2401,8,8,2,37,0,0,0,0,0,0,1,0,0,11,14,29.0
2402,7,1,2,39,0,0,0,0,0,1,0,0,0,11,9,
2403,9,2,2,30,0,0,0,0,0,0,1,0,0,11,10,31.0
2404,8,8,2,45,0,0,0,0,0,1,0,0,0,11,25,
2405,8,8,2,45,0,0,0,0,0,0,1,0,0,11,31,32.0
2406,9,6,2,27,0,0,0,0,0,1,0,0,0,11,10,
2407,5,10,2,62,0,0,0,0,0,1,0,0,0,11,31,
2408,2,4,2,39,0,0,0,1,0,0,0,0,0,11,25,32.0
2409,4,6,2,22,0,0,1,0,0,0,0,0,0,11,1,29.0
2410,7,4,2,41,0,0,0,0,0,1,0,0,0,11,20,
2411,7,10,2,62,0,0,0,0,0,1,0,0,0,11,19,
2412,5,5,2,56,0,1,0,0,0,0,0,0,0,11,28,29.0
2413,8,10,2,63,0,0,0,0,0,0,1,0,0,11,9,2.0
2414,7,1,2,40,0,0,0,0,0,0,0,1,0,11,6,17.0
2415,9,6,2,27,0,0,0,0,0,1,0,0,0,11,28,
2416,6,2,2,40,0,0,0,0,0,1,0,0,0,11,10,
2417,5,2,2,67,0,1,0,0,0,0,0,0,0,11,31,11.0
2418,6,2,2,72,0,0,0,1,0,0,0,0,0,11,2,4.0
2419,6,4,2,38,0,0,0,0,1,0,0,0,0,11,3,23.0
2420,5,1,2,57,0,1,0,0,0,0,0,0,0,11,31,2.0
2421,10,6,2,49,0,0,0,1,0,0,0,0,0,11,2,23.0
2422,6,2,2,32,0,0,0,0,0,1,0,0,0,11,22,
2423,5,1,2,57,0,0,0,0,0,0,1,0,0,11,4,24.0
2424,2,6,2,22,0,0,0,0,0,1,0,0,0,11,10,
2425,7,1,2,60,0,0,0,1,0,0,0,0,0,11,4,32.0
2426,6,4,2,35,0,0,0,0,0,0,1,0,0,11,10,30.0
2427,9,6,2,53,0,0,0,0,0,1,0,0,0,11,24,
2428,11,6,2,44,0,0,0,0,0,0,1,0,0,11,26,15.0
2429,6,2,2,55,0,0,0,0,0,1,0,0,0,11,15,
2430,5,10,2,22,0,0,0,0,0,1,0,0,0,11,28,
2431,4,1,2,65,0,0,0,0,0,0,1,0,0,11,12,17.0
2432,7,4,2,38,0,0,0,0,1,0,0,0,0,11,23,19.0
2433,5,6,2,20,0,0,0,0,0,0,1,0,0,11,27,8.0
2434,7,10,2,38,0,0,0,0,1,0,0,0,0,11,19,2.0
2435,2,4,2,39,0,0,0,1,0,0,0,0,0,11,28,4.0
2436,9,8,2,22,0,0,0,0,0,1,0,0,0,11,23,
2437,9,8,2,22,0,0,0,0,0,1,0,0,0,11,6,
2438,7,2,2,49,0,1,0,0,0,0,0,0,0,11,10,22.0
2439,6,1,2,60,0,0,0,1,0,0,0,0,0,11,31,9.0
2440,8,4,2,30,0,0,1,0,0,0,0,0,0,11,5,17.0
2441,6,2,2,55,0,0,0,0,0,1,0,0,0,11,15,
2442,6,2,2,72,0,0,0,1,0,0,0,0,0,11,4,31.0
2443,5,10,2,22,0,0,0,0,0,1,0,0,0,11,27,
2444,1,1,2,62,0,1,0,0,0,0,0,0,0,11,10,19.0
2445,2,4,2,39,0,0,0,1,0,0,0,0,0,11,9,32.0
2446,4,2,2,48,0,0,0,0,0,0,0,1,0,11,12,23.0
2447,6,5,2,52,0,0,0,0,0,1,0,0,0,11,32,
2448,4,6,2,22,0,0,1,0,0,0,0,0,0,11,20,5.0
2449,6,2,2,27,0,0,0,1,0,0,0,0,0,11,23,24.0
2450,3,1,2,44,0,0,0,0,0,0,1,0,0,11,31,13.0
2451,5,1,2,61,0,0,0,0,0,1,0,0,0,11,12,
2452,5,6,2,20,0,0,0,0,0,0,1,0,0,11,6,5.0
2453,7,2,2,49,0,1,0,0,0,0,0,0,0,11,18,19.0
2454,6,6,2,42,0,1,0,0,0,0,0,0,0,11,24,5.0
2455,7,4,2,38,0,0,0,0,1,0,0,0,0,11,23,31.0
2456,5,10,2,41,0,0,0,0,0,0,1,0,0,11,31,9.0
2457,9,8,2,22,0,0,0,0,0,1,0,0,0,11,34,
2458,6,1,2,92,0,0,0,0,0,0,1,0,0,11,31,15.0
2459,4,1,2,65,0,0,0,0,0,0,1,0,0,11,26,17.0
2460,5,7,2,57,0,0,0,0,0,0,1,0,0,11,3,5.0
2461,6,6,2,42,0,1,0,0,0,0,0,0,0,11,25,14.0
2462,5,10,2,55,0,0,1,0,0,0,0,0,0,11,20,33.0
2463,6,10,2,72,0,0,0,0,0,0,1,0,0,11,29,4.0
2464,6,1,2,62,0,0,0,0,0,0,1,0,0,11,3,29.0
2465,9,2,2,59,0,0,0,0,0,1,0,0,0,11,23,
2466,7,1,2,65,0,0,0,0,0,0,1,0,0,11,2,30.0
2467,8,8,2,46,0,0,0,0,0,1,0,0,0,11,5,
2468,8,8,2,45,0,0,0,0,0,1,0,0,0,11,19,
2469,9,2,2,59,0,0,0,0,0,1,0,0,0,11,34,
2470,6,5,2,52,0,0,0,0,0,1,0,0,0,11,24,
2471,1,7,2,20,0,0,0,0,1,0,0,0,0,11,4,13.0
2472,5,7,2,47,0,0,0,1,0,0,0,0,0,11,28,12.0
2473,1,2,2,28,0,0,0,0,0,1,0,0,0,11,5,
2474,9,2,2,55,0,0,0,0,0,0,0,1,0,11,27,24.0
2475,3,10,3,38,0,0,0,0,0,0,1,0,0,11,12,32.0
2476,8,2,3,55,0,0,0,0,0,1,0,0,0,11,26,
2477,8,2,3,26,0,0,0,0,0,1,0,0,0,11,15,
2478,6,2,3,63,0,0,0,0,0,1,0,0,0,11,6,
2479,7,1,3,67,0,0,0,0,0,1,0,0,0,11,3,
2480,8,8,3,19,0,0,0,0,0,1,0,0,0,11,31,
2481,6,2,3,23,0,0,0,0,0,1,0,0,0,11,14,
2482,6,1,3,49,0,0,0,0,0,0,0,0,1,11,4,
2483,9,4,3,42,0,0,0,0,0,0,1,0,0,11,5,19.0
2484,8,8,3,27,0,0,1,0,0,0,0,0,0,11,21,17.0
2485,10,2,3,50,0,0,0,0,0,1,0,0,0,11,23,
2486,8,2,3,22,0,0,0,0,0,1,0,0,0,11,28,
2487,2,3,3,44,0,0,0,0,1,0,0,0,0,11,9,17.0
2488,4,8,3,59,0,0,0,0,0,1,0,0,0,11,20,
2489,8,2,3,41,0,0,0,0,0,1,0,0,0,11,26,
2490,3,1,3,67,0,0,0,0,0,0,0,0,1,11,3,
2491,6,2,3,63,0,0,0,0,0,1,0,0,0,11,8,
2492,6,6,3,57,0,0,0,0,0,1,0,0,0,11,4,
2493,7,1,3,67,0,0,0,0,0,1,0,0,0,11,28,
2494,6,2,3,51,0,1,0,0,0,0,0,0,0,11,24,32.0
2495,3,2,3,48,0,0,0,0,0,0,1,0,0,11,19,14.0
2496,7,4,3,50,0,0,0,0,0,1,0,0,0,11,20,
2497,3,6,3,43,0,0,0,0,0,1,0,0,0,11,34,
2498,11,2,3,53,0,0,0,0,0,1,0,0,0,11,22,
2499,6,6,3,55,0,0,0,0,0,0,1,0,0,11,23,12.0
2500,8,10,3,32,0,0,0,0,0,1,0,0,0,11,25,
2501,8,6,3,51,0,0,0,0,1,0,0,0,0,11,5,28.0
2502,2,10,3,58,0,0,0,0,0,0,1,0,0,11,33,9.0
2503,8,2,3,41,0,0,0,0,0,1,0,0,0,11,10,
2504,6,4,3,40,0,0,0,1,0,0,0,0,0,11,4,9.0
2505,8,10,3,32,0,0,0,0,0,1,0,0,0,11,21,
2506,1,2,3,70,0,1,0,0,0,0,0,0,0,11,20,18.0
2507,11,2,3,38,0,0,0,1,0,0,0,0,0,11,12,24.0
2508,8,8,3,51,0,0,0,0,0,0,0,0,1,11,8,
2509,1,1,3,25,0,0,0,1,0,0,0,0,0,11,31,1.0
2510,8,1,3,71,0,0,0,1,0,0,0,0,0,11,11,29.0
2511,6,6,3,57,0,0,0,0,0,1,0,0,0,11,10,
2512,6,6,3,48,0,0,0,1,0,0,0,0,0,11,26,28.0
2513,8,1,3,53,0,0,0,0,0,1,0,0,0,11,19,
2514,2,3,3,44,0,0,0,0,1,0,0,0,0,11,3,11.0
2515,10,2,3,37,0,0,0,0,1,0,0,0,0,11,12,1.0
2516,6,2,3,23,0,0,0,0,0,1,0,0,0,11,10,
2517,6,6,3,48,0,0,0,1,0,0,0,0,0,11,5,33.0
2518,8,2,3,59,0,0,0,0,0,1,0,0,0,11,5,
2519,10,2,3,22,0,0,0,0,0,0,0,0,1,11,14,
2520,6,6,3,44,0,0,0,0,1,0,0,0,0,11,24,9.0
2521,8,2,3,55,0,0,0,0,0,1,0,0,0,11,20,
2522,6,6,3,39,0,0,0,0,0,0,1,0,0,11,9,21.0
2523,6,2,3,23,0,0,0,0,0,1,0,0,0,11,26,
2524,6,4,3,40,0,0,0,1,0,0,0,0,0,11,21,31.0
2525,11,4,3,39,0,0,0,0,0,1,0,0,0,11,5,
2526,6,6,3,39,0,0,0,0,0,0,1,0,0,11,27,22.0
2527,9,2,3,28,0,0,0,0,0,0,1,0,0,11,28,32.0
2528,11,2,3,59,0,0,0,0,0,1,0,0,0,11,10,
2529,8,1,3,53,0,0,0,0,0,1,0,0,0,11,21,
2530,3,2,3,48,0,0,0,0,0,0,1,0,0,11,12,21.0
2531,5,1,3,51,0,0,0,0,0,0,1,0,0,11,22,7.0
2532,7,2,3,70,0,0,0,0,0,1,0,0,0,11,25,
2533,6,2,3,63,0,0,0,0,0,1,0,0,0,11,23,
2534,9,10,3,67,0,0,0,0,0,0,1,0,0,11,3,17.0
2535,5,1,3,51,0,0,0,0,0,0,1,0,0,11,25,18.0
2536,8,8,3,27,0,0,1,0,0,0,0,0,0,11,20,19.0
2537,9,4,3,42,0,0,0,0,0,0,1,0,0,11,26,25.0
2538,5,6,3,58,0,0,0,1,0,0,0,0,0,11,11,14.0
2539,2,10,3,58,0,0,0,0,0,0,1,0,0,11,33,19.0
2540,7,4,3,50,0,0,0,0,0,1,0,0,0,11,23,
2541,6,2,3,23,0,0,0,0,0,1,0,0,0,11,2,
2542,6,6,3,39,0,0,0,0,0,0,1,0,0,11,10,32.0
2543,3,6,3,43,0,0,0,0,0,1,0,0,0,11,27,
2544,10,2,3,57,0,0,0,0,0,0,1,0,0,11,24,5.0
2545,5,10,3,59,0,0,0,1,0,0,0,0,0,11,15,28.0
2546,8,6,3,40,0,0,0,0,0,0,0,0,1,11,19,
2547,4,1,4,35,0,0,1,0,0,0,0,0,0,11,28,25.0
2548,9,2,4,64,0,0,0,0,1,0,0,0,0,11,21,7.0
2549,11,2,4,39,0,0,0,0,0,0,0,1,0,11,10,12.0
2550,8,2,4,38,0,0,0,0,0,0,1,0,0,11,25,17.0
2551,3,2,4,59,0,0,0,0,0,1,0,0,0,11,3,
2552,7,5,4,48,0,1,0,0,0,0,0,0,0,11,4,12.0
2553,6,1,4,27,0,0,0,0,0,1,0,0,0,11,28,
2554,3,6,4,46,0,0,0,0,0,1,0,0,0,11,5,
2555,9,2,4,64,0,0,0,1,0,0,0,0,0,11,2,21.0
2556,11,2,4,30,0,0,1,0,0,0,0,0,0,11,4,12.0
2557,10,2,4,77,0,0,0,0,0,0,0,1,0,11,3,22.0
2558,8,1,4,32,0,1,0,0,0,0,0,0,0,11,24,7.0
2559,11,6,4,50,0,0,0,0,0,0,0,1,0,11,31,11.0
2560,11,10,4,73,0,0,0,0,0,0,1,0,0,11,33,17.0
2561,11,2,4,35,0,0,0,0,0,1,0,0,0,11,26,
2562,10,2,4,66,1,0,0,0,0,0,0,0,0,11,22,
2563,4,1,4,40,0,0,0,0,0,1,0,0,0,11,24,
2564,11,2,4,71,0,0,0,0,0,0,0,1,0,11,24,20.0
2565,11,4,4,34,0,0,0,0,0,1,0,0,0,11,24,
2566,10,2,4,50,0,0,0,0,0,1,0,0,0,11,2,
2567,9,1,4,42,0,0,1,0,0,0,0,0,0,11,31,15.0
2568,10,2,4,29,0,0,0,0,0,1,0,0,0,11,12,
2569,9,1,4,62,0,0,0,0,0,0,1,0,0,11,5,33.0
2570,8,2,4,31,0,0,0,0,0,1,0,0,0,11,25,
2571,9,2,4,35,0,0,0,0,0,1,0,0,0,11,26,
2572,5,4,4,25,0,0,0,0,1,0,0,0,0,11,5,22.0
2573,9,2,4,45,0,1,0,0,0,0,0,0,0,11,26,26.0
2574,8,10,4,47,0,0,0,0,0,1,0,0,0,11,10,
2575,3,2,4,68,0,1,0,0,0,0,0,0,0,11,31,4.0
2576,6,2,4,28,0,0,0,0,0,0,1,0,0,11,12,18.0
2577,10,6,4,46,0,0,0,0,0,1,0,0,0,11,12,
2578,11,2,4,47,0,0,0,0,0,0,0,1,0,11,33,32.0
2579,11,2,4,33,0,0,0,1,0,0,0,0,0,11,14,1.0
2580,6,2,4,23,0,0,0,0,0,1,0,0,0,11,22,
2581,7,6,4,47,0,0,0,0,0,0,1,0,0,11,23,13.0
2582,6,10,4,59,0,0,0,0,0,0,0,1,0,11,20,17.0
2583,10,2,4,37,0,0,0,0,0,0,1,0,0,11,12,32.0
2584,10,6,4,42,0,0,0,1,0,0,0,0,0,11,20,31.0
2585,5,4,4,25,0,0,0,0,1,0,0,0,0,11,24,31.0
2586,10,2,4,29,0,0,0,0,0,1,0,0,0,11,31,
2587,1,2,4,23,0,1,0,0,0,0,0,0,0,11,3,1.0
2588,7,2,4,35,0,0,1,0,0,0,0,0,0,11,26,11.0
2589,7,4,4,30,0,0,0,1,0,0,0,0,0,11,31,15.0
2590,3,1,4,49,0,0,0,0,1,0,0,0,0,11,24,23.0
2591,1,2,4,44,0,0,0,0,0,1,0,0,0,11,24,
2592,10,2,4,56,0,0,0,0,0,1,0,0,0,11,31,
2593,7,1,4,48,0,0,0,0,0,1,0,0,0,11,33,
2594,7,5,4,39,0,0,0,0,0,1,0,0,0,11,20,
2595,11,2,4,60,0,0,0,0,0,0,0,1,0,11,22,29.0
2596,10,6,4,42,0,1,0,0,0,0,0,0,0,11,31,11.0
2597,11,4,4,43,0,1,0,0,0,0,0,0,0,11,12,18.0
2598,11,10,4,74,0,0,0,0,1,0,0,0,0,11,6,17.0
2599,7,1,4,62,0,0,0,0,1,0,0,0,0,11,34,23.0
2600,11,2,4,60,0,0,0,0,0,0,0,1,0,11,25,20.0
2601,5,6,4,44,0,1,0,0,0,0,0,0,0,11,9,31.0
2602,9,6,4,56,0,0,0,0,0,0,0,1,0,11,3,14.0
2603,6,10,4,59,0,0,0,0,0,0,0,1,0,11,11,20.0
